agent,iteration,layer1,layer2,decision, payoff, norm or self, change
agent02a,222,33,32,31,31.0,norm,0
agent02b,222,32,32,31,31.0,norm,0
agent02c,222,35,33,32,32.0,norm,0
agent02d,222,34,32,32,32.0,norm,0
agent02e,222,32,33,31,31.0,norm,0
agent02f,222,33,32,31,31.0,norm,0
agent030,222,32,32,32,32.0,norm eq. self,0
agent031,222,34,32,32,32.0,norm,0
agent032,222,27,33,27,27.0,norm eq. self,0
agent033,222,34,32,31,31.0,norm,0
agent034,222,34,33,33,33.0,norm,0
agent035,222,32,33,31,31.0,norm,0
agent036,222,35,33,33,33.0,norm,0
agent037,222,32,32,31,31.0,norm,0
agent038,222,34,32,31,31.0,norm,0
agent039,222,34,32,33,33.0,norm,0
agent03a,222,31,33,30,30.0,norm,0
agent03b,222,35,32,32,32.0,norm,0
agent03c,222,35,33,33,33.0,norm,0
agent03d,222,32,34,31,31.0,norm,0
agent03e,222,33,32,31,31.0,norm,0
agent03f,222,28,32,28,28.0,norm eq. self,0
agent040,222,33,32,32,32.0,norm,0
agent041,222,30,32,30,30.0,norm eq. self,0
agent042,222,34,32,32,32.0,norm,0
agent043,222,34,32,32,32.0,norm,0
agent044,222,34,33,33,33.0,norm,0
agent045,222,33,32,32,32.0,norm,0
agent046,222,33,32,32,32.0,norm,0
agent047,222,34,32,32,32.0,norm,0
agent048,222,32,33,31,31.0,norm,0
agent049,222,32,32,31,31.0,norm,0
agent04a,222,32,33,31,31.0,norm,0
agent04b,222,34,33,32,32.0,norm,0
agent04c,222,32,32,31,31.0,norm,0
agent04d,222,33,32,32,32.0,norm,0
agent04e,222,28,33,27,27.0,norm,0
agent04f,222,33,33,31,31.0,norm,0
agent050,222,33,32,32,32.0,norm,0
agent051,222,32,33,32,32.0,norm eq. self,0
agent052,222,33,32,32,32.0,norm,0
agent053,222,33,32,32,32.0,norm,0
agent054,222,34,33,32,32.0,norm,0
agent055,222,32,32,31,31.0,norm,0
agent056,222,32,33,31,31.0,norm,0
agent057,222,32,32,31,31.0,norm,0
agent058,222,32,33,31,31.0,norm,0
agent059,222,34,32,32,32.0,norm,0
agent05a,222,33,33,31,31.0,norm,0
agent05b,222,33,32,31,31.0,norm,0
agent05c,222,33,33,31,31.0,norm,0
agent05d,222,32,33,31,31.0,norm,0
agent05e,222,33,33,31,31.0,norm,0
agent05f,222,34,32,32,32.0,norm,0
agent060,222,32,32,31,31.0,norm,0
agent061,222,33,33,32,32.0,norm,0
agent062,222,34,32,31,31.0,norm,0
agent063,222,35,32,33,33.0,norm,0
agent064,222,33,33,31,31.0,norm,0
agent065,222,30,33,30,30.0,norm eq. self,0
agent066,222,34,33,31,31.0,norm,0
agent067,222,33,32,32,32.0,norm,0
agent068,222,32,32,31,31.0,norm,0
agent069,222,33,32,31,31.0,norm,0
agent06a,222,33,32,31,31.0,norm,0
agent06b,222,34,33,32,32.0,norm,0
agent06c,222,34,33,31,31.0,norm,0
agent06d,222,32,33,31,31.0,norm,0
agent06e,222,32,33,31,31.0,norm,0
agent06f,222,32,32,32,32.0,norm eq. self,0
agent070,222,32,33,31,31.0,norm,0
agent071,222,30,32,30,30.0,norm eq. self,0
agent072,222,33,33,31,31.0,norm,0
agent073,222,32,33,31,31.0,norm,0
agent074,222,30,33,30,30.0,norm eq. self,0
agent075,222,32,32,31,31.0,norm,0
agent076,222,32,33,31,31.0,norm,0
agent077,222,27,33,26,26.0,norm,0
agent078,222,34,33,31,31.0,norm,0
agent079,222,33,33,31,31.0,norm,0
agent07a,222,33,32,32,32.0,norm,0
agent07b,222,32,33,31,31.0,norm,0
agent07c,222,35,33,33,33.0,norm,0
agent07d,222,28,33,27,27.0,norm,0
agent07e,222,34,34,31,31.0,norm,0
agent07f,222,34,32,31,31.0,norm,0
agent080,222,33,32,32,32.0,norm,0
agent081,222,28,32,27,27.0,norm,0
agent082,222,33,32,32,32.0,norm,0
agent083,222,32,33,31,31.0,norm,0
agent084,222,28,33,27,27.0,norm,0
agent085,222,27,34,26,26.0,norm,0
agent086,222,36,33,33,33.0,norm,0
agent087,222,31,32,31,31.0,norm eq. self,0
agent088,222,33,32,32,32.0,norm,0
agent089,222,29,32,29,29.0,norm eq. self,0
agent08a,222,29,32,29,29.0,norm eq. self,0
agent08b,222,34,32,31,31.0,norm,0
agent08c,222,33,32,31,31.0,norm,0
agent08d,222,33,32,31,31.0,norm,0
agent08e,222,33,32,31,31.0,norm,0
agent08f,222,32,32,31,31.0,norm,0
agent090,222,33,32,31,31.0,norm,0
agent091,222,32,32,31,31.0,norm,0
agent092,222,33,32,32,32.0,norm,0
agent093,222,32,34,31,31.0,norm,0
agent094,222,27,33,27,27.0,norm eq. self,0
agent095,222,30,32,30,30.0,norm eq. self,0
agent096,222,33,32,31,31.0,norm,0
agent097,222,33,32,32,32.0,norm,0
agent098,222,33,32,31,31.0,norm,0
agent099,222,32,32,31,31.0,norm,0
agent09a,222,35,32,32,32.0,norm,0
agent09b,222,36,33,33,33.0,norm,0
agent09c,222,30,32,30,30.0,norm eq. self,0
agent09d,222,32,32,31,31.0,norm,0
agent09e,222,34,32,31,31.0,norm,0
agent09f,222,34,32,33,33.0,norm,0
agent0a0,222,32,33,31,31.0,norm,0
agent0a1,222,32,33,31,31.0,norm,0
agent0a2,222,34,32,33,33.0,norm,0
agent0a3,222,32,33,31,31.0,norm,0
agent0a4,222,27,33,27,27.0,norm eq. self,0
agent0a5,222,29,32,29,29.0,norm eq. self,0
agent0a6,222,29,33,29,29.0,norm eq. self,0
agent0a7,222,32,33,31,31.0,norm,0
agent0a8,222,32,33,31,31.0,norm,0
agent0a9,222,32,32,31,31.0,norm,0
agent0aa,222,32,33,31,31.0,norm,0
agent0ab,222,33,32,31,31.0,norm,0
agent0ac,222,33,32,31,31.0,norm,0
agent0ad,222,33,33,31,31.0,norm,0
agent0ae,222,34,32,32,32.0,norm,0
agent0af,222,27,32,26,26.0,norm,0
agent0b0,222,32,33,31,31.0,norm,0
agent0b1,222,34,33,31,31.0,norm,0
agent0b2,222,32,32,31,31.0,norm,0
agent0b3,222,33,32,32,32.0,norm,0
agent0b4,222,28,33,27,27.0,norm,0
agent0b5,222,27,34,27,27.0,norm eq. self,0
agent0b6,222,30,32,30,30.0,norm eq. self,0
agent0b7,222,32,33,31,31.0,norm,0
agent0b8,222,33,32,31,31.0,norm,0
agent0b9,222,35,33,33,33.0,norm,0
agent0ba,222,33,33,31,31.0,norm,0
agent0bb,222,27,33,26,26.0,norm,0
agent0bc,222,33,32,31,31.0,norm,0
agent0bd,222,33,32,32,32.0,norm,0
agent0be,222,33,32,31,31.0,norm,0
agent0bf,222,30,32,30,30.0,norm eq. self,0
agent0c0,222,32,33,31,31.0,norm,0
agent0c1,222,32,33,31,31.0,norm,0
agent0c2,222,32,33,31,31.0,norm,0
agent0c3,222,33,33,32,32.0,norm,0
agent0c4,222,29,33,29,29.0,norm eq. self,0
agent0c5,222,29,33,29,29.0,norm eq. self,0
agent0c6,222,33,33,31,31.0,norm,0
agent0c7,222,35,32,32,32.0,norm,0
agent000,223,33,32,31,31.0,norm,0
agent001,223,32,34,31,31.0,norm,0
agent002,223,32,33,31,31.0,norm,0
agent003,223,28,32,27,27.0,norm,0
agent004,223,33,32,31,31.0,norm,0
agent005,223,32,33,31,31.0,norm,0
agent006,223,33,33,32,32.0,norm,0
agent007,223,28,33,28,28.0,norm eq. self,0
agent008,223,34,32,31,31.0,norm,0
agent009,223,29,32,29,29.0,norm eq. self,0
agent00a,223,31,32,31,31.0,norm eq. self,0
agent00b,223,32,32,31,31.0,norm,0
agent00c,223,32,33,31,31.0,norm,0
agent00d,223,35,33,33,33.0,norm,0
agent00e,223,35,33,33,33.0,norm,0
agent00f,223,33,32,31,31.0,norm,0
agent010,223,34,33,33,33.0,norm,0
agent011,223,32,33,31,31.0,norm,0
agent012,223,35,33,33,33.0,norm,0
agent013,223,30,32,30,30.0,norm eq. self,0
agent014,223,35,32,32,32.0,norm,0
agent015,223,34,32,32,32.0,norm,0
agent016,223,30,33,30,30.0,norm eq. self,0
agent017,223,34,33,31,31.0,norm,0
agent018,223,35,33,33,33.0,norm,0
agent019,223,32,32,31,31.0,norm,0
agent01a,223,34,33,31,31.0,norm,0
agent01b,223,33,33,31,31.0,norm,0
agent01c,223,34,33,33,33.0,norm,0
agent01d,223,35,33,33,33.0,norm,0
agent01e,223,34,33,32,32.0,norm,0
agent01f,223,33,32,31,31.0,norm,0
agent020,223,33,32,31,31.0,norm,0
agent021,223,36,33,33,33.0,norm,0
agent022,223,35,32,32,32.0,norm,0
agent023,223,31,32,31,31.0,norm eq. self,0
agent024,223,28,32,27,27.0,norm,0
agent025,223,34,33,33,33.0,norm,0
agent026,223,33,32,31,31.0,norm,0
agent027,223,33,33,31,31.0,norm,0
agent028,223,29,32,29,29.0,norm eq. self,0
agent029,223,32,32,31,31.0,norm,0
agent02a,223,33,32,31,31.0,norm,0
agent02b,223,32,32,31,31.0,norm,0
agent02c,223,35,33,32,32.0,norm,0
agent02d,223,34,32,32,32.0,norm,0
agent02e,223,32,33,31,31.0,norm,0
agent02f,223,33,32,31,31.0,norm,0
agent030,223,32,32,32,32.0,norm eq. self,0
agent031,223,34,32,32,32.0,norm,0
agent032,223,27,33,27,27.0,norm eq. self,0
agent033,223,34,32,31,31.0,norm,0
agent034,223,34,33,33,33.0,norm,0
agent035,223,32,33,31,31.0,norm,0
agent036,223,35,33,33,33.0,norm,0
agent037,223,32,32,31,31.0,norm,0
agent038,223,34,32,31,31.0,norm,0
agent039,223,34,32,33,33.0,norm,0
agent03a,223,31,33,30,30.0,norm,0
agent03b,223,35,32,32,32.0,norm,0
agent03c,223,35,33,33,33.0,norm,0
agent03d,223,32,34,31,31.0,norm,0
agent03e,223,33,32,31,31.0,norm,0
agent03f,223,28,32,28,28.0,norm eq. self,0
agent040,223,33,32,32,32.0,norm,0
agent041,223,30,32,30,30.0,norm eq. self,0
agent042,223,34,32,32,32.0,norm,0
agent043,223,34,32,32,32.0,norm,0
agent044,223,34,33,33,33.0,norm,0
agent045,223,33,32,32,32.0,norm,0
agent046,223,33,32,32,32.0,norm,0
agent047,223,34,32,32,32.0,norm,0
agent048,223,32,33,31,31.0,norm,0
agent049,223,32,32,31,31.0,norm,0
agent04a,223,32,33,31,31.0,norm,0
agent04b,223,34,33,32,32.0,norm,0
agent04c,223,32,32,31,31.0,norm,0
agent04d,223,33,32,32,32.0,norm,0
agent04e,223,28,33,27,27.0,norm,0
agent04f,223,33,33,31,31.0,norm,0
agent050,223,33,32,32,32.0,norm,0
agent051,223,32,33,32,32.0,norm eq. self,0
agent052,223,33,32,32,32.0,norm,0
agent053,223,33,32,32,32.0,norm,0
agent054,223,34,33,32,32.0,norm,0
agent055,223,32,32,31,31.0,norm,0
agent056,223,32,33,31,31.0,norm,0
agent057,223,32,32,31,31.0,norm,0
agent058,223,32,33,31,31.0,norm,0
agent059,223,34,32,32,32.0,norm,0
agent05a,223,33,33,31,31.0,norm,0
agent05b,223,33,32,31,31.0,norm,0
agent05c,223,33,33,31,31.0,norm,0
agent05d,223,32,33,31,31.0,norm,0
agent05e,223,33,33,31,31.0,norm,0
agent05f,223,34,32,32,32.0,norm,0
agent060,223,32,32,31,31.0,norm,0
agent061,223,33,33,32,32.0,norm,0
agent062,223,34,32,31,31.0,norm,0
agent063,223,35,32,33,33.0,norm,0
agent064,223,33,33,31,31.0,norm,0
agent065,223,30,33,30,30.0,norm eq. self,0
agent066,223,34,33,31,31.0,norm,0
agent067,223,33,32,32,32.0,norm,0
agent068,223,32,32,31,31.0,norm,0
agent069,223,33,32,31,31.0,norm,0
agent06a,223,33,32,31,31.0,norm,0
agent06b,223,34,33,32,32.0,norm,0
agent06c,223,34,33,31,31.0,norm,0
agent06d,223,32,33,31,31.0,norm,0
agent06e,223,32,33,31,31.0,norm,0
agent06f,223,32,32,32,32.0,norm eq. self,0
agent070,223,32,33,31,31.0,norm,0
agent071,223,30,32,30,30.0,norm eq. self,0
agent072,223,33,33,31,31.0,norm,0
agent073,223,32,33,31,31.0,norm,0
agent074,223,30,33,30,30.0,norm eq. self,0
agent075,223,32,32,31,31.0,norm,0
agent076,223,32,33,31,31.0,norm,0
agent077,223,27,33,26,26.0,norm,0
agent078,223,34,33,31,31.0,norm,0
agent079,223,33,33,31,31.0,norm,0
agent07a,223,33,32,32,32.0,norm,0
agent07b,223,32,33,31,31.0,norm,0
agent07c,223,35,33,33,33.0,norm,0
agent07d,223,28,33,27,27.0,norm,0
agent07e,223,34,34,31,31.0,norm,0
agent07f,223,34,32,31,31.0,norm,0
agent080,223,33,32,32,32.0,norm,0
agent081,223,28,32,27,27.0,norm,0
agent082,223,33,32,32,32.0,norm,0
agent083,223,32,33,31,31.0,norm,0
agent084,223,28,33,27,27.0,norm,0
agent085,223,27,34,26,26.0,norm,0
agent086,223,36,33,33,33.0,norm,0
agent087,223,31,32,31,31.0,norm eq. self,0
agent088,223,33,32,32,32.0,norm,0
agent089,223,29,32,29,29.0,norm eq. self,0
agent08a,223,29,32,29,29.0,norm eq. self,0
agent08b,223,34,32,31,31.0,norm,0
agent08c,223,33,32,31,31.0,norm,0
agent08d,223,33,32,31,31.0,norm,0
agent08e,223,33,32,31,31.0,norm,0
agent08f,223,32,32,31,31.0,norm,0
agent090,223,33,32,31,31.0,norm,0
agent091,223,32,32,31,31.0,norm,0
agent092,223,33,32,32,32.0,norm,0
agent093,223,32,34,31,31.0,norm,0
agent094,223,27,33,27,27.0,norm eq. self,0
agent095,223,30,32,30,30.0,norm eq. self,0
agent096,223,33,32,31,31.0,norm,0
agent097,223,33,32,32,32.0,norm,0
agent098,223,33,32,31,31.0,norm,0
agent099,223,32,32,31,31.0,norm,0
agent09a,223,35,32,32,32.0,norm,0
agent09b,223,36,33,33,33.0,norm,0
agent09c,223,30,32,30,30.0,norm eq. self,0
agent09d,223,32,32,31,31.0,norm,0
agent09e,223,34,32,31,31.0,norm,0
agent09f,223,34,32,33,33.0,norm,0
agent0a0,223,32,33,31,31.0,norm,0
agent0a1,223,32,33,31,31.0,norm,0
agent0a2,223,34,32,33,33.0,norm,0
agent0a3,223,32,33,31,31.0,norm,0
agent0a4,223,27,33,27,27.0,norm eq. self,0
agent0a5,223,29,32,29,29.0,norm eq. self,0
agent0a6,223,29,33,29,29.0,norm eq. self,0
agent0a7,223,32,33,31,31.0,norm,0
agent0a8,223,32,33,31,31.0,norm,0
agent0a9,223,32,32,31,31.0,norm,0
agent0aa,223,32,33,31,31.0,norm,0
agent0ab,223,33,32,31,31.0,norm,0
agent0ac,223,33,32,31,31.0,norm,0
agent0ad,223,33,33,31,31.0,norm,0
agent0ae,223,34,32,32,32.0,norm,0
agent0af,223,27,32,26,26.0,norm,0
agent0b0,223,32,33,31,31.0,norm,0
agent0b1,223,34,33,31,31.0,norm,0
agent0b2,223,32,32,31,31.0,norm,0
agent0b3,223,33,32,32,32.0,norm,0
agent0b4,223,28,33,27,27.0,norm,0
agent0b5,223,27,34,27,27.0,norm eq. self,0
agent0b6,223,30,32,30,30.0,norm eq. self,0
agent0b7,223,32,33,31,31.0,norm,0
agent0b8,223,33,32,31,31.0,norm,0
agent0b9,223,35,33,33,33.0,norm,0
agent0ba,223,33,33,31,31.0,norm,0
agent0bb,223,27,33,26,26.0,norm,0
agent0bc,223,33,32,31,31.0,norm,0
agent0bd,223,33,32,32,32.0,norm,0
agent0be,223,33,32,31,31.0,norm,0
agent0bf,223,30,32,30,30.0,norm eq. self,0
agent0c0,223,32,33,31,31.0,norm,0
agent0c1,223,32,33,31,31.0,norm,0
agent0c2,223,32,33,31,31.0,norm,0
agent0c3,223,33,33,32,32.0,norm,0
agent0c4,223,29,33,29,29.0,norm eq. self,0
agent0c5,223,29,33,29,29.0,norm eq. self,0
agent0c6,223,33,33,31,31.0,norm,0
agent0c7,223,35,32,32,32.0,norm,0
agent000,224,33,32,31,31.0,norm,0
agent001,224,32,34,31,31.0,norm,0
agent002,224,32,33,31,31.0,norm,0
agent003,224,28,32,27,27.0,norm,0
agent004,224,33,32,31,31.0,norm,0
agent005,224,32,33,31,31.0,norm,0
agent006,224,33,33,32,32.0,norm,0
agent007,224,28,33,28,28.0,norm eq. self,0
agent008,224,34,32,31,31.0,norm,0
agent009,224,29,32,29,29.0,norm eq. self,0
agent00a,224,31,32,31,31.0,norm eq. self,0
agent00b,224,32,32,31,31.0,norm,0
agent00c,224,32,33,31,31.0,norm,0
agent00d,224,35,33,33,33.0,norm,0
agent00e,224,35,33,33,33.0,norm,0
agent00f,224,33,32,31,31.0,norm,0
agent010,224,34,33,33,33.0,norm,0
agent011,224,32,33,31,31.0,norm,0
agent012,224,35,33,33,33.0,norm,0
agent013,224,30,32,30,30.0,norm eq. self,0
agent014,224,35,32,32,32.0,norm,0
agent015,224,34,32,32,32.0,norm,0
agent016,224,30,33,30,30.0,norm eq. self,0
agent017,224,34,33,31,31.0,norm,0
agent018,224,35,33,33,33.0,norm,0
agent019,224,32,32,31,31.0,norm,0
agent01a,224,34,33,31,31.0,norm,0
agent01b,224,33,33,31,31.0,norm,0
agent01c,224,34,33,33,33.0,norm,0
agent01d,224,35,33,33,33.0,norm,0
agent01e,224,34,33,32,32.0,norm,0
agent01f,224,33,32,31,31.0,norm,0
agent020,224,33,32,31,31.0,norm,0
agent021,224,36,33,33,33.0,norm,0
agent022,224,35,32,32,32.0,norm,0
agent023,224,31,32,31,31.0,norm eq. self,0
agent024,224,28,32,27,27.0,norm,0
agent025,224,34,33,33,33.0,norm,0
agent026,224,33,32,31,31.0,norm,0
agent027,224,33,33,31,31.0,norm,0
agent028,224,29,32,29,29.0,norm eq. self,0
agent029,224,32,32,31,31.0,norm,0
agent02a,224,33,32,31,31.0,norm,0
agent02b,224,32,32,31,31.0,norm,0
agent02c,224,35,33,32,32.0,norm,0
agent02d,224,34,32,32,32.0,norm,0
agent02e,224,32,33,31,31.0,norm,0
agent02f,224,33,32,31,31.0,norm,0
agent030,224,32,32,32,32.0,norm eq. self,0
agent031,224,34,32,32,32.0,norm,0
agent032,224,27,33,27,27.0,norm eq. self,0
agent033,224,34,32,31,31.0,norm,0
agent034,224,34,33,33,33.0,norm,0
agent035,224,32,33,31,31.0,norm,0
agent036,224,35,33,33,33.0,norm,0
agent037,224,32,32,31,31.0,norm,0
agent038,224,34,32,31,31.0,norm,0
agent039,224,34,32,33,33.0,norm,0
agent03a,224,31,33,30,30.0,norm,0
agent03b,224,35,32,32,32.0,norm,0
agent03c,224,35,33,33,33.0,norm,0
agent03d,224,32,34,31,31.0,norm,0
agent03e,224,33,32,31,31.0,norm,0
agent03f,224,28,32,28,28.0,norm eq. self,0
agent040,224,33,32,32,32.0,norm,0
agent041,224,30,32,30,30.0,norm eq. self,0
agent042,224,34,32,32,32.0,norm,0
agent043,224,34,32,32,32.0,norm,0
agent044,224,34,33,33,33.0,norm,0
agent045,224,33,32,32,32.0,norm,0
agent046,224,33,32,32,32.0,norm,0
agent047,224,34,32,32,32.0,norm,0
agent048,224,32,33,31,31.0,norm,0
agent049,224,32,32,31,31.0,norm,0
agent04a,224,32,33,31,31.0,norm,0
agent04b,224,34,33,32,32.0,norm,0
agent04c,224,32,32,31,31.0,norm,0
agent04d,224,33,32,32,32.0,norm,0
agent04e,224,28,33,27,27.0,norm,0
agent04f,224,33,33,31,31.0,norm,0
agent050,224,33,32,32,32.0,norm,0
agent051,224,32,33,32,32.0,norm eq. self,0
agent052,224,33,32,32,32.0,norm,0
agent053,224,33,32,32,32.0,norm,0
agent054,224,34,33,32,32.0,norm,0
agent055,224,32,32,31,31.0,norm,0
agent056,224,32,33,31,31.0,norm,0
agent057,224,32,32,31,31.0,norm,0
agent058,224,32,33,31,31.0,norm,0
agent059,224,34,32,32,32.0,norm,0
agent05a,224,33,33,31,31.0,norm,0
agent05b,224,33,32,31,31.0,norm,0
agent05c,224,33,33,31,31.0,norm,0
agent05d,224,32,33,31,31.0,norm,0
agent05e,224,33,33,31,31.0,norm,0
agent05f,224,34,32,32,32.0,norm,0
agent060,224,32,32,31,31.0,norm,0
agent061,224,33,33,32,32.0,norm,0
agent062,224,34,32,31,31.0,norm,0
agent063,224,35,32,33,33.0,norm,0
agent064,224,33,33,31,31.0,norm,0
agent065,224,30,33,30,30.0,norm eq. self,0
agent066,224,34,33,31,31.0,norm,0
agent067,224,33,32,32,32.0,norm,0
agent068,224,32,32,31,31.0,norm,0
agent069,224,33,32,31,31.0,norm,0
agent06a,224,33,32,31,31.0,norm,0
agent06b,224,34,33,32,32.0,norm,0
agent06c,224,34,33,31,31.0,norm,0
agent06d,224,32,33,31,31.0,norm,0
agent06e,224,32,33,31,31.0,norm,0
agent06f,224,32,32,32,32.0,norm eq. self,0
agent070,224,32,33,31,31.0,norm,0
agent071,224,30,32,30,30.0,norm eq. self,0
agent072,224,33,33,31,31.0,norm,0
agent073,224,32,33,31,31.0,norm,0
agent074,224,30,33,30,30.0,norm eq. self,0
agent075,224,32,32,31,31.0,norm,0
agent076,224,32,33,31,31.0,norm,0
agent077,224,27,33,26,26.0,norm,0
agent078,224,34,33,31,31.0,norm,0
agent079,224,33,33,31,31.0,norm,0
agent07a,224,33,32,32,32.0,norm,0
agent07b,224,32,33,31,31.0,norm,0
agent07c,224,35,33,33,33.0,norm,0
agent07d,224,28,33,27,27.0,norm,0
agent07e,224,34,34,31,31.0,norm,0
agent07f,224,34,32,31,31.0,norm,0
agent080,224,33,32,32,32.0,norm,0
agent081,224,28,32,27,27.0,norm,0
agent082,224,33,32,32,32.0,norm,0
agent083,224,32,33,31,31.0,norm,0
agent084,224,28,33,27,27.0,norm,0
agent085,224,27,34,26,26.0,norm,0
agent086,224,36,33,33,33.0,norm,0
agent087,224,31,32,31,31.0,norm eq. self,0
agent088,224,33,32,32,32.0,norm,0
agent089,224,29,32,29,29.0,norm eq. self,0
agent08a,224,29,32,29,29.0,norm eq. self,0
agent08b,224,34,32,31,31.0,norm,0
agent08c,224,33,32,31,31.0,norm,0
agent08d,224,33,32,31,31.0,norm,0
agent08e,224,33,32,31,31.0,norm,0
agent08f,224,32,32,31,31.0,norm,0
agent090,224,33,32,31,31.0,norm,0
agent091,224,32,32,31,31.0,norm,0
agent092,224,33,32,32,32.0,norm,0
agent093,224,32,34,31,31.0,norm,0
agent094,224,27,33,27,27.0,norm eq. self,0
agent095,224,30,32,30,30.0,norm eq. self,0
agent096,224,33,32,31,31.0,norm,0
agent097,224,33,32,32,32.0,norm,0
agent098,224,33,32,31,31.0,norm,0
agent099,224,32,32,31,31.0,norm,0
agent09a,224,35,32,32,32.0,norm,0
agent09b,224,36,33,33,33.0,norm,0
agent09c,224,30,32,30,30.0,norm eq. self,0
agent09d,224,32,32,31,31.0,norm,0
agent09e,224,34,32,31,31.0,norm,0
agent09f,224,34,32,33,33.0,norm,0
agent0a0,224,32,33,31,31.0,norm,0
agent0a1,224,32,33,31,31.0,norm,0
agent0a2,224,34,32,33,33.0,norm,0
agent0a3,224,32,33,31,31.0,norm,0
agent0a4,224,27,33,27,27.0,norm eq. self,0
agent0a5,224,29,32,29,29.0,norm eq. self,0
agent0a6,224,29,33,29,29.0,norm eq. self,0
agent0a7,224,32,33,31,31.0,norm,0
agent0a8,224,32,33,31,31.0,norm,0
agent0a9,224,32,32,31,31.0,norm,0
agent0aa,224,32,33,31,31.0,norm,0
agent0ab,224,33,32,31,31.0,norm,0
agent0ac,224,33,32,31,31.0,norm,0
agent0ad,224,33,33,31,31.0,norm,0
agent0ae,224,34,32,32,32.0,norm,0
agent0af,224,27,32,26,26.0,norm,0
agent0b0,224,32,33,31,31.0,norm,0
agent0b1,224,34,33,31,31.0,norm,0
agent0b2,224,32,32,31,31.0,norm,0
agent0b3,224,33,32,32,32.0,norm,0
agent0b4,224,28,33,27,27.0,norm,0
agent0b5,224,27,34,27,27.0,norm eq. self,0
agent0b6,224,30,32,30,30.0,norm eq. self,0
agent0b7,224,32,33,31,31.0,norm,0
agent0b8,224,33,32,31,31.0,norm,0
agent0b9,224,35,33,33,33.0,norm,0
agent0ba,224,33,33,31,31.0,norm,0
agent0bb,224,27,33,26,26.0,norm,0
agent0bc,224,33,32,31,31.0,norm,0
agent0bd,224,33,32,32,32.0,norm,0
agent0be,224,33,32,31,31.0,norm,0
agent0bf,224,30,32,30,30.0,norm eq. self,0
agent0c0,224,32,33,31,31.0,norm,0
agent0c1,224,32,33,31,31.0,norm,0
agent0c2,224,32,33,31,31.0,norm,0
agent0c3,224,33,33,32,32.0,norm,0
agent0c4,224,29,33,29,29.0,norm eq. self,0
agent0c5,224,29,33,29,29.0,norm eq. self,0
agent0c6,224,33,33,31,31.0,norm,0
agent0c7,224,35,32,32,32.0,norm,0
agent000,225,33,32,31,31.0,norm,0
agent001,225,32,34,31,31.0,norm,0
agent002,225,32,33,31,31.0,norm,0
agent003,225,28,32,27,27.0,norm,0
agent004,225,33,32,31,31.0,norm,0
agent005,225,32,33,31,31.0,norm,0
agent006,225,33,33,32,32.0,norm,0
agent007,225,28,33,28,28.0,norm eq. self,0
agent008,225,34,32,31,31.0,norm,0
agent009,225,29,32,29,29.0,norm eq. self,0
agent00a,225,31,32,31,31.0,norm eq. self,0
agent00b,225,32,32,31,31.0,norm,0
agent00c,225,32,33,31,31.0,norm,0
agent00d,225,35,33,33,33.0,norm,0
agent00e,225,35,33,33,33.0,norm,0
agent00f,225,33,32,31,31.0,norm,0
agent010,225,34,33,33,33.0,norm,0
agent011,225,32,33,31,31.0,norm,0
agent012,225,35,33,33,33.0,norm,0
agent013,225,30,32,30,30.0,norm eq. self,0
agent014,225,35,32,32,32.0,norm,0
agent015,225,34,32,32,32.0,norm,0
agent016,225,30,33,30,30.0,norm eq. self,0
agent017,225,34,33,31,31.0,norm,0
agent018,225,35,33,33,33.0,norm,0
agent019,225,32,32,31,31.0,norm,0
agent01a,225,34,33,31,31.0,norm,0
agent01b,225,33,33,31,31.0,norm,0
agent01c,225,34,33,33,33.0,norm,0
agent01d,225,35,33,33,33.0,norm,0
agent01e,225,34,33,32,32.0,norm,0
agent01f,225,33,32,31,31.0,norm,0
agent020,225,33,32,31,31.0,norm,0
agent021,225,36,33,33,33.0,norm,0
agent022,225,35,32,32,32.0,norm,0
agent023,225,31,32,31,31.0,norm eq. self,0
agent024,225,28,32,27,27.0,norm,0
agent025,225,34,33,33,33.0,norm,0
agent026,225,33,32,31,31.0,norm,0
agent027,225,33,33,31,31.0,norm,0
agent028,225,29,32,29,29.0,norm eq. self,0
agent029,225,32,32,31,31.0,norm,0
agent02a,225,33,32,31,31.0,norm,0
agent02b,225,32,32,31,31.0,norm,0
agent02c,225,35,33,32,32.0,norm,0
agent02d,225,34,32,32,32.0,norm,0
agent02e,225,32,33,31,31.0,norm,0
agent02f,225,33,32,31,31.0,norm,0
agent030,225,32,32,32,32.0,norm eq. self,0
agent031,225,34,32,32,32.0,norm,0
agent032,225,27,33,27,27.0,norm eq. self,0
agent033,225,34,32,31,31.0,norm,0
agent034,225,34,33,33,33.0,norm,0
agent035,225,32,33,31,31.0,norm,0
agent036,225,35,33,33,33.0,norm,0
agent037,225,32,32,31,31.0,norm,0
agent038,225,34,32,31,31.0,norm,0
agent039,225,34,32,33,33.0,norm,0
agent03a,225,31,33,30,30.0,norm,0
agent03b,225,35,32,32,32.0,norm,0
agent03c,225,35,33,33,33.0,norm,0
agent03d,225,32,34,31,31.0,norm,0
agent03e,225,33,32,31,31.0,norm,0
agent03f,225,28,32,28,28.0,norm eq. self,0
agent040,225,33,32,32,32.0,norm,0
agent041,225,30,32,30,30.0,norm eq. self,0
agent042,225,34,32,32,32.0,norm,0
agent043,225,34,32,32,32.0,norm,0
agent044,225,34,33,33,33.0,norm,0
