agent,iteration,layer1,layer2,decision, payoff, norm or self, change
agent045,225,33,32,32,32.0,norm,0
agent046,225,33,32,32,32.0,norm,0
agent047,225,34,32,32,32.0,norm,0
agent048,225,32,33,31,31.0,norm,0
agent049,225,32,32,31,31.0,norm,0
agent04a,225,32,33,31,31.0,norm,0
agent04b,225,34,33,32,32.0,norm,0
agent04c,225,32,32,31,31.0,norm,0
agent04d,225,33,32,32,32.0,norm,0
agent04e,225,28,33,27,27.0,norm,0
agent04f,225,33,33,31,31.0,norm,0
agent050,225,33,32,32,32.0,norm,0
agent051,225,32,33,32,32.0,norm eq. self,0
agent052,225,33,32,32,32.0,norm,0
agent053,225,33,32,32,32.0,norm,0
agent054,225,34,33,32,32.0,norm,0
agent055,225,32,32,31,31.0,norm,0
agent056,225,32,33,31,31.0,norm,0
agent057,225,32,32,31,31.0,norm,0
agent058,225,32,33,31,31.0,norm,0
agent059,225,34,32,32,32.0,norm,0
agent05a,225,33,33,31,31.0,norm,0
agent05b,225,33,32,31,31.0,norm,0
agent05c,225,33,33,31,31.0,norm,0
agent05d,225,32,33,31,31.0,norm,0
agent05e,225,33,33,31,31.0,norm,0
agent05f,225,34,32,32,32.0,norm,0
agent060,225,32,32,31,31.0,norm,0
agent061,225,33,33,32,32.0,norm,0
agent062,225,34,32,31,31.0,norm,0
agent063,225,35,32,33,33.0,norm,0
agent064,225,33,33,31,31.0,norm,0
agent065,225,30,33,30,30.0,norm eq. self,0
agent066,225,34,33,31,31.0,norm,0
agent067,225,33,32,32,32.0,norm,0
agent068,225,32,32,31,31.0,norm,0
agent069,225,33,32,31,31.0,norm,0
agent06a,225,33,32,31,31.0,norm,0
agent06b,225,34,33,32,32.0,norm,0
agent06c,225,34,33,31,31.0,norm,0
agent06d,225,32,33,31,31.0,norm,0
agent06e,225,32,33,31,31.0,norm,0
agent06f,225,32,32,32,32.0,norm eq. self,0
agent070,225,32,33,31,31.0,norm,0
agent071,225,30,32,30,30.0,norm eq. self,0
agent072,225,33,33,31,31.0,norm,0
agent073,225,32,33,31,31.0,norm,0
agent074,225,30,33,30,30.0,norm eq. self,0
agent075,225,32,32,31,31.0,norm,0
agent076,225,32,33,31,31.0,norm,0
agent077,225,27,33,26,26.0,norm,0
agent078,225,34,33,31,31.0,norm,0
agent079,225,33,33,31,31.0,norm,0
agent07a,225,33,32,32,32.0,norm,0
agent07b,225,32,33,31,31.0,norm,0
agent07c,225,35,33,33,33.0,norm,0
agent07d,225,28,33,27,27.0,norm,0
agent07e,225,34,34,31,31.0,norm,0
agent07f,225,34,32,31,31.0,norm,0
agent080,225,33,32,32,32.0,norm,0
agent081,225,28,32,27,27.0,norm,0
agent082,225,33,32,32,32.0,norm,0
agent083,225,32,33,31,31.0,norm,0
agent084,225,28,33,27,27.0,norm,0
agent085,225,27,34,26,26.0,norm,0
agent086,225,36,33,33,33.0,norm,0
agent087,225,31,32,31,31.0,norm eq. self,0
agent088,225,33,32,32,32.0,norm,0
agent089,225,29,32,29,29.0,norm eq. self,0
agent08a,225,29,32,29,29.0,norm eq. self,0
agent08b,225,34,32,31,31.0,norm,0
agent08c,225,33,32,31,31.0,norm,0
agent08d,225,33,32,31,31.0,norm,0
agent08e,225,33,32,31,31.0,norm,0
agent08f,225,32,32,31,31.0,norm,0
agent090,225,33,32,31,31.0,norm,0
agent091,225,32,32,31,31.0,norm,0
agent092,225,33,32,32,32.0,norm,0
agent093,225,32,34,31,31.0,norm,0
agent094,225,27,33,27,27.0,norm eq. self,0
agent095,225,30,32,30,30.0,norm eq. self,0
agent096,225,33,32,31,31.0,norm,0
agent097,225,33,32,32,32.0,norm,0
agent098,225,33,32,31,31.0,norm,0
agent099,225,32,32,31,31.0,norm,0
agent09a,225,35,32,32,32.0,norm,0
agent09b,225,36,33,33,33.0,norm,0
agent09c,225,30,32,30,30.0,norm eq. self,0
agent09d,225,32,32,31,31.0,norm,0
agent09e,225,34,32,31,31.0,norm,0
agent09f,225,34,32,33,33.0,norm,0
agent0a0,225,32,33,31,31.0,norm,0
agent0a1,225,32,33,31,31.0,norm,0
agent0a2,225,34,32,33,33.0,norm,0
agent0a3,225,32,33,31,31.0,norm,0
agent0a4,225,27,33,27,27.0,norm eq. self,0
agent0a5,225,29,32,29,29.0,norm eq. self,0
agent0a6,225,29,33,29,29.0,norm eq. self,0
agent0a7,225,32,33,31,31.0,norm,0
agent0a8,225,32,33,31,31.0,norm,0
agent0a9,225,32,32,31,31.0,norm,0
agent0aa,225,32,33,31,31.0,norm,0
agent0ab,225,33,32,31,31.0,norm,0
agent0ac,225,33,32,31,31.0,norm,0
agent0ad,225,33,33,31,31.0,norm,0
agent0ae,225,34,32,32,32.0,norm,0
agent0af,225,27,32,26,26.0,norm,0
agent0b0,225,32,33,31,31.0,norm,0
agent0b1,225,34,33,31,31.0,norm,0
agent0b2,225,32,32,31,31.0,norm,0
agent0b3,225,33,32,32,32.0,norm,0
agent0b4,225,28,33,27,27.0,norm,0
agent0b5,225,27,34,27,27.0,norm eq. self,0
agent0b6,225,30,32,30,30.0,norm eq. self,0
agent0b7,225,32,33,31,31.0,norm,0
agent0b8,225,33,32,31,31.0,norm,0
agent0b9,225,35,33,33,33.0,norm,0
agent0ba,225,33,33,31,31.0,norm,0
agent0bb,225,27,33,26,26.0,norm,0
agent0bc,225,33,32,31,31.0,norm,0
agent0bd,225,33,32,32,32.0,norm,0
agent0be,225,33,32,31,31.0,norm,0
agent0bf,225,30,32,30,30.0,norm eq. self,0
agent0c0,225,32,33,31,31.0,norm,0
agent0c1,225,32,33,31,31.0,norm,0
agent0c2,225,32,33,31,31.0,norm,0
agent0c3,225,33,33,32,32.0,norm,0
agent0c4,225,29,33,29,29.0,norm eq. self,0
agent0c5,225,29,33,29,29.0,norm eq. self,0
agent0c6,225,33,33,31,31.0,norm,0
agent0c7,225,35,32,32,32.0,norm,0
agent000,226,33,32,31,31.0,norm,0
agent001,226,32,34,31,31.0,norm,0
agent002,226,32,33,31,31.0,norm,0
agent003,226,28,32,27,27.0,norm,0
agent004,226,33,32,31,31.0,norm,0
agent005,226,32,33,31,31.0,norm,0
agent006,226,33,33,32,32.0,norm,0
agent007,226,28,33,28,28.0,norm eq. self,0
agent008,226,34,32,31,31.0,norm,0
agent009,226,29,32,29,29.0,norm eq. self,0
agent00a,226,31,32,31,31.0,norm eq. self,0
agent00b,226,32,32,31,31.0,norm,0
agent00c,226,32,33,31,31.0,norm,0
agent00d,226,35,33,33,33.0,norm,0
agent00e,226,35,33,33,33.0,norm,0
agent00f,226,33,32,31,31.0,norm,0
agent010,226,34,33,33,33.0,norm,0
agent011,226,32,33,31,31.0,norm,0
agent012,226,35,33,33,33.0,norm,0
agent013,226,30,32,30,30.0,norm eq. self,0
agent014,226,35,32,32,32.0,norm,0
agent015,226,34,32,32,32.0,norm,0
agent016,226,30,33,30,30.0,norm eq. self,0
agent017,226,34,33,31,31.0,norm,0
agent018,226,35,33,33,33.0,norm,0
agent019,226,32,32,31,31.0,norm,0
agent01a,226,34,33,31,31.0,norm,0
agent01b,226,33,33,31,31.0,norm,0
agent01c,226,34,33,33,33.0,norm,0
agent01d,226,35,33,33,33.0,norm,0
agent01e,226,34,33,32,32.0,norm,0
agent01f,226,33,32,31,31.0,norm,0
agent020,226,33,32,31,31.0,norm,0
agent021,226,36,33,33,33.0,norm,0
agent022,226,35,32,32,32.0,norm,0
agent023,226,31,32,31,31.0,norm eq. self,0
agent024,226,28,32,27,27.0,norm,0
agent025,226,34,33,33,33.0,norm,0
agent026,226,33,32,31,31.0,norm,0
agent027,226,33,33,31,31.0,norm,0
agent028,226,29,32,29,29.0,norm eq. self,0
agent029,226,32,32,31,31.0,norm,0
agent02a,226,33,32,31,31.0,norm,0
agent02b,226,32,32,31,31.0,norm,0
agent02c,226,35,33,32,32.0,norm,0
agent02d,226,34,32,32,32.0,norm,0
agent02e,226,32,33,31,31.0,norm,0
agent02f,226,33,32,31,31.0,norm,0
agent030,226,32,32,32,32.0,norm eq. self,0
agent031,226,34,32,32,32.0,norm,0
agent032,226,27,33,27,27.0,norm eq. self,0
agent033,226,34,32,31,31.0,norm,0
agent034,226,34,33,33,33.0,norm,0
agent035,226,32,33,31,31.0,norm,0
agent036,226,35,33,33,33.0,norm,0
agent037,226,32,32,31,31.0,norm,0
agent038,226,34,32,31,31.0,norm,0
agent039,226,34,32,33,33.0,norm,0
agent03a,226,31,33,30,30.0,norm,0
agent03b,226,35,32,32,32.0,norm,0
agent03c,226,35,33,33,33.0,norm,0
agent03d,226,32,34,31,31.0,norm,0
agent03e,226,33,32,31,31.0,norm,0
agent03f,226,28,32,28,28.0,norm eq. self,0
agent040,226,33,32,32,32.0,norm,0
agent041,226,30,32,30,30.0,norm eq. self,0
agent042,226,34,32,32,32.0,norm,0
agent043,226,34,32,32,32.0,norm,0
agent044,226,34,33,33,33.0,norm,0
agent045,226,33,32,32,32.0,norm,0
agent046,226,33,32,32,32.0,norm,0
agent047,226,34,32,32,32.0,norm,0
agent048,226,32,33,31,31.0,norm,0
agent049,226,32,32,31,31.0,norm,0
agent04a,226,32,33,31,31.0,norm,0
agent04b,226,34,33,32,32.0,norm,0
agent04c,226,32,32,31,31.0,norm,0
agent04d,226,33,32,32,32.0,norm,0
agent04e,226,28,33,27,27.0,norm,0
agent04f,226,33,33,31,31.0,norm,0
agent050,226,33,32,32,32.0,norm,0
agent051,226,32,33,32,32.0,norm eq. self,0
agent052,226,33,32,32,32.0,norm,0
agent053,226,33,32,32,32.0,norm,0
agent054,226,34,33,32,32.0,norm,0
agent055,226,32,32,31,31.0,norm,0
agent056,226,32,33,31,31.0,norm,0
agent057,226,32,32,31,31.0,norm,0
agent058,226,32,33,31,31.0,norm,0
agent059,226,34,32,32,32.0,norm,0
agent05a,226,33,33,31,31.0,norm,0
agent05b,226,33,32,31,31.0,norm,0
agent05c,226,33,33,31,31.0,norm,0
agent05d,226,32,33,31,31.0,norm,0
agent05e,226,33,33,31,31.0,norm,0
agent05f,226,34,32,32,32.0,norm,0
agent060,226,32,32,31,31.0,norm,0
agent061,226,33,33,32,32.0,norm,0
agent062,226,34,32,31,31.0,norm,0
agent063,226,35,32,33,33.0,norm,0
agent064,226,33,33,31,31.0,norm,0
agent065,226,30,33,30,30.0,norm eq. self,0
agent066,226,34,33,31,31.0,norm,0
agent067,226,33,32,32,32.0,norm,0
agent068,226,32,32,31,31.0,norm,0
agent069,226,33,32,31,31.0,norm,0
agent06a,226,33,32,31,31.0,norm,0
agent06b,226,34,33,32,32.0,norm,0
agent06c,226,34,33,31,31.0,norm,0
agent06d,226,32,33,31,31.0,norm,0
agent06e,226,32,33,31,31.0,norm,0
agent06f,226,32,32,32,32.0,norm eq. self,0
agent070,226,32,33,31,31.0,norm,0
agent071,226,30,32,30,30.0,norm eq. self,0
agent072,226,33,33,31,31.0,norm,0
agent073,226,32,33,31,31.0,norm,0
agent074,226,30,33,30,30.0,norm eq. self,0
agent075,226,32,32,31,31.0,norm,0
agent076,226,32,33,31,31.0,norm,0
agent077,226,27,33,26,26.0,norm,0
agent078,226,34,33,31,31.0,norm,0
agent079,226,33,33,31,31.0,norm,0
agent07a,226,33,32,32,32.0,norm,0
agent07b,226,32,33,31,31.0,norm,0
agent07c,226,35,33,33,33.0,norm,0
agent07d,226,28,33,27,27.0,norm,0
agent07e,226,34,34,31,31.0,norm,0
agent07f,226,34,32,31,31.0,norm,0
agent080,226,33,32,32,32.0,norm,0
agent081,226,28,32,27,27.0,norm,0
agent082,226,33,32,32,32.0,norm,0
agent083,226,32,33,31,31.0,norm,0
agent084,226,28,33,27,27.0,norm,0
agent085,226,27,34,26,26.0,norm,0
agent086,226,36,33,33,33.0,norm,0
agent087,226,31,32,31,31.0,norm eq. self,0
agent088,226,33,32,32,32.0,norm,0
agent089,226,29,32,29,29.0,norm eq. self,0
agent08a,226,29,32,29,29.0,norm eq. self,0
agent08b,226,34,32,31,31.0,norm,0
agent08c,226,33,32,31,31.0,norm,0
agent08d,226,33,32,31,31.0,norm,0
agent08e,226,33,32,31,31.0,norm,0
agent08f,226,32,32,31,31.0,norm,0
agent090,226,33,32,31,31.0,norm,0
agent091,226,32,32,31,31.0,norm,0
agent092,226,33,32,32,32.0,norm,0
agent093,226,32,34,31,31.0,norm,0
agent094,226,27,33,27,27.0,norm eq. self,0
agent095,226,30,32,30,30.0,norm eq. self,0
agent096,226,33,32,31,31.0,norm,0
agent097,226,33,32,32,32.0,norm,0
agent098,226,33,32,31,31.0,norm,0
agent099,226,32,32,31,31.0,norm,0
agent09a,226,35,32,32,32.0,norm,0
agent09b,226,36,33,33,33.0,norm,0
agent09c,226,30,32,30,30.0,norm eq. self,0
agent09d,226,32,32,31,31.0,norm,0
agent09e,226,34,32,31,31.0,norm,0
agent09f,226,34,32,33,33.0,norm,0
agent0a0,226,32,33,31,31.0,norm,0
agent0a1,226,32,33,31,31.0,norm,0
agent0a2,226,34,32,33,33.0,norm,0
agent0a3,226,32,33,31,31.0,norm,0
agent0a4,226,27,33,27,27.0,norm eq. self,0
agent0a5,226,29,32,29,29.0,norm eq. self,0
agent0a6,226,29,33,29,29.0,norm eq. self,0
agent0a7,226,32,33,31,31.0,norm,0
agent0a8,226,32,33,31,31.0,norm,0
agent0a9,226,32,32,31,31.0,norm,0
agent0aa,226,32,33,31,31.0,norm,0
agent0ab,226,33,32,31,31.0,norm,0
agent0ac,226,33,32,31,31.0,norm,0
agent0ad,226,33,33,31,31.0,norm,0
agent0ae,226,34,32,32,32.0,norm,0
agent0af,226,27,32,26,26.0,norm,0
agent0b0,226,32,33,31,31.0,norm,0
agent0b1,226,34,33,31,31.0,norm,0
agent0b2,226,32,32,31,31.0,norm,0
agent0b3,226,33,32,32,32.0,norm,0
agent0b4,226,28,33,27,27.0,norm,0
agent0b5,226,27,34,27,27.0,norm eq. self,0
agent0b6,226,30,32,30,30.0,norm eq. self,0
agent0b7,226,32,33,31,31.0,norm,0
agent0b8,226,33,32,31,31.0,norm,0
agent0b9,226,35,33,33,33.0,norm,0
agent0ba,226,33,33,31,31.0,norm,0
agent0bb,226,27,33,26,26.0,norm,0
agent0bc,226,33,32,31,31.0,norm,0
agent0bd,226,33,32,32,32.0,norm,0
agent0be,226,33,32,31,31.0,norm,0
agent0bf,226,30,32,30,30.0,norm eq. self,0
agent0c0,226,32,33,31,31.0,norm,0
agent0c1,226,32,33,31,31.0,norm,0
agent0c2,226,32,33,31,31.0,norm,0
agent0c3,226,33,33,32,32.0,norm,0
agent0c4,226,29,33,29,29.0,norm eq. self,0
agent0c5,226,29,33,29,29.0,norm eq. self,0
agent0c6,226,33,33,31,31.0,norm,0
agent0c7,226,35,32,32,32.0,norm,0
agent000,227,33,31,31,31.0,norm,0
agent001,227,32,31,31,31.0,norm,0
agent002,227,32,31,31,31.0,norm,0
agent003,227,28,31,27,27.0,norm,0
agent004,227,33,31,31,31.0,norm,0
agent005,227,32,31,31,31.0,norm,0
agent006,227,33,31,32,32.0,norm,0
agent007,227,28,31,28,28.0,norm eq. self,0
agent008,227,34,31,31,31.0,norm,0
agent009,227,29,31,29,29.0,norm eq. self,0
agent00a,227,31,31,31,31.0,norm eq. self,0
agent00b,227,32,31,31,31.0,norm,0
agent00c,227,32,31,31,31.0,norm,0
agent00d,227,35,31,33,33.0,norm,0
agent00e,227,35,31,33,33.0,norm,0
agent00f,227,33,31,31,31.0,norm,0
agent010,227,34,31,33,33.0,norm,0
agent011,227,32,31,31,31.0,norm,0
agent012,227,35,31,33,33.0,norm,0
agent013,227,30,31,30,30.0,norm eq. self,0
agent014,227,35,31,32,32.0,norm,0
agent015,227,34,31,32,32.0,norm,0
agent016,227,30,31,30,30.0,norm eq. self,0
agent017,227,34,31,31,31.0,norm,0
agent018,227,35,31,33,33.0,norm,0
agent019,227,32,31,31,31.0,norm,0
agent01a,227,34,31,31,31.0,norm,0
agent01b,227,33,31,31,31.0,norm,0
agent01c,227,34,31,33,33.0,norm,0
agent01d,227,35,31,33,33.0,norm,0
agent01e,227,34,31,32,32.0,norm,0
agent01f,227,33,31,31,31.0,norm,0
agent020,227,33,31,31,31.0,norm,0
agent021,227,36,31,33,33.0,norm,0
agent022,227,35,31,32,32.0,norm,0
agent023,227,31,31,31,31.0,norm eq. self,0
agent024,227,28,31,27,27.0,norm,0
agent025,227,34,31,33,33.0,norm,0
agent026,227,33,31,31,31.0,norm,0
agent027,227,33,31,31,31.0,norm,0
agent028,227,29,31,29,29.0,norm eq. self,0
agent029,227,32,31,31,31.0,norm,0
agent02a,227,33,31,31,31.0,norm,0
agent02b,227,32,31,31,31.0,norm,0
agent02c,227,35,31,32,32.0,norm,0
agent02d,227,34,31,32,32.0,norm,0
agent02e,227,32,31,31,31.0,norm,0
agent02f,227,33,31,31,31.0,norm,0
agent030,227,32,31,32,32.0,norm eq. self,0
agent031,227,34,31,32,32.0,norm,0
agent032,227,27,31,27,27.0,norm eq. self,0
agent033,227,34,31,31,31.0,norm,0
agent034,227,34,31,33,33.0,norm,0
agent035,227,32,31,31,31.0,norm,0
agent036,227,35,31,33,33.0,norm,0
agent037,227,32,31,31,31.0,norm,0
agent038,227,34,31,31,31.0,norm,0
agent039,227,34,31,33,33.0,norm,0
agent03a,227,31,30,30,30.0,norm,0
agent03b,227,35,31,32,32.0,norm,0
agent03c,227,35,31,33,33.0,norm,0
agent03d,227,32,31,31,31.0,norm,0
agent03e,227,33,31,31,31.0,norm,0
agent03f,227,28,31,28,28.0,norm eq. self,0
agent040,227,33,31,32,32.0,norm,0
agent041,227,30,31,30,30.0,norm eq. self,0
agent042,227,34,31,32,32.0,norm,0
agent043,227,34,31,32,32.0,norm,0
agent044,227,34,31,33,33.0,norm,0
agent045,227,33,31,32,32.0,norm,0
agent046,227,33,31,32,32.0,norm,0
agent047,227,34,31,32,32.0,norm,0
agent048,227,32,31,31,31.0,norm,0
agent049,227,32,31,31,31.0,norm,0
agent04a,227,32,31,31,31.0,norm,0
agent04b,227,34,31,32,32.0,norm,0
agent04c,227,32,31,31,31.0,norm,0
agent04d,227,33,31,32,32.0,norm,0
agent04e,227,28,31,27,27.0,norm,0
agent04f,227,33,31,31,31.0,norm,0
agent050,227,33,31,32,32.0,norm,0
agent051,227,32,31,32,32.0,norm eq. self,0
agent052,227,33,31,32,32.0,norm,0
agent053,227,33,31,32,32.0,norm,0
agent054,227,34,31,32,32.0,norm,0
agent055,227,32,31,31,31.0,norm,0
agent056,227,32,31,31,31.0,norm,0
agent057,227,32,31,31,31.0,norm,0
agent058,227,32,30,31,31.0,norm,0
agent059,227,34,31,32,32.0,norm,0
agent05a,227,33,31,31,31.0,norm,0
agent05b,227,33,31,31,31.0,norm,0
agent05c,227,33,31,31,31.0,norm,0
agent05d,227,32,31,31,31.0,norm,0
agent05e,227,33,31,31,31.0,norm,0
agent05f,227,34,31,32,32.0,norm,0
agent060,227,32,31,31,31.0,norm,0
agent061,227,33,31,32,32.0,norm,0
agent062,227,34,31,31,31.0,norm,0
agent063,227,35,31,33,33.0,norm,0
agent064,227,33,31,31,31.0,norm,0
agent065,227,30,31,30,30.0,norm eq. self,0
agent066,227,34,31,31,31.0,norm,0
agent067,227,33,31,32,32.0,norm,0
agent068,227,32,31,31,31.0,norm,0
agent069,227,33,31,31,31.0,norm,0
agent06a,227,33,31,31,31.0,norm,0
agent06b,227,34,31,32,32.0,norm,0
agent06c,227,34,31,31,31.0,norm,0
agent06d,227,32,31,31,31.0,norm,0
agent06e,227,32,31,31,31.0,norm,0
agent06f,227,32,31,32,32.0,norm eq. self,0
agent070,227,32,31,31,31.0,norm,0
agent071,227,30,31,30,30.0,norm eq. self,0
agent072,227,33,31,31,31.0,norm,0
agent073,227,32,31,31,31.0,norm,0
agent074,227,30,31,30,30.0,norm eq. self,0
agent075,227,32,31,31,31.0,norm,0
agent076,227,32,31,31,31.0,norm,0
agent077,227,27,31,26,26.0,norm,0
agent078,227,34,31,31,31.0,norm,0
agent079,227,33,31,31,31.0,norm,0
agent07a,227,33,31,32,32.0,norm,0
agent07b,227,32,31,31,31.0,norm,0
agent07c,227,35,31,33,33.0,norm,0
agent07d,227,28,31,27,27.0,norm,0
agent07e,227,34,31,31,31.0,norm,0
agent07f,227,34,31,31,31.0,norm,0
agent080,227,33,31,32,32.0,norm,0
agent081,227,28,31,27,27.0,norm,0
agent082,227,33,31,32,32.0,norm,0
agent083,227,32,31,31,31.0,norm,0
agent084,227,28,31,27,27.0,norm,0
agent085,227,27,31,26,26.0,norm,0
agent086,227,36,31,33,33.0,norm,0
agent087,227,31,31,31,31.0,norm eq. self,0
agent088,227,33,31,32,32.0,norm,0
agent089,227,29,31,29,29.0,norm eq. self,0
agent08a,227,29,31,29,29.0,norm eq. self,0
agent08b,227,34,31,31,31.0,norm,0
agent08c,227,33,31,31,31.0,norm,0
agent08d,227,33,31,31,31.0,norm,0
agent08e,227,33,31,31,31.0,norm,0
agent08f,227,32,31,31,31.0,norm,0
agent090,227,33,31,31,31.0,norm,0
agent091,227,32,31,31,31.0,norm,0
agent092,227,33,31,32,32.0,norm,0
agent093,227,32,31,31,31.0,norm,0
agent094,227,27,31,27,27.0,norm eq. self,0
agent095,227,30,31,30,30.0,norm eq. self,0
agent096,227,33,31,31,31.0,norm,0
agent097,227,33,31,32,32.0,norm,0
agent098,227,33,31,31,31.0,norm,0
agent099,227,32,31,31,31.0,norm,0
agent09a,227,35,31,32,32.0,norm,0
agent09b,227,36,31,33,33.0,norm,0
agent09c,227,30,31,30,30.0,norm eq. self,0
agent09d,227,32,31,31,31.0,norm,0
agent09e,227,34,31,31,31.0,norm,0
agent09f,227,34,31,33,33.0,norm,0
agent0a0,227,32,31,31,31.0,norm,0
agent0a1,227,32,31,31,31.0,norm,0
agent0a2,227,34,31,33,33.0,norm,0
agent0a3,227,32,31,31,31.0,norm,0
agent0a4,227,27,31,27,27.0,norm eq. self,0
agent0a5,227,29,31,29,29.0,norm eq. self,0
agent0a6,227,29,31,29,29.0,norm eq. self,0
agent0a7,227,32,31,31,31.0,norm,0
agent0a8,227,32,31,31,31.0,norm,0
agent0a9,227,32,31,31,31.0,norm,0
agent0aa,227,32,31,31,31.0,norm,0
agent0ab,227,33,31,31,31.0,norm,0
agent0ac,227,33,31,31,31.0,norm,0
agent0ad,227,33,31,31,31.0,norm,0
agent0ae,227,34,31,32,32.0,norm,0
agent0af,227,27,31,26,26.0,norm,0
agent0b0,227,32,31,31,31.0,norm,0
agent0b1,227,34,31,31,31.0,norm,0
agent0b2,227,32,31,31,31.0,norm,0
agent0b3,227,33,31,32,32.0,norm,0
agent0b4,227,28,31,27,27.0,norm,0
agent0b5,227,27,31,27,27.0,norm eq. self,0
agent0b6,227,30,31,30,30.0,norm eq. self,0
agent0b7,227,32,31,31,31.0,norm,0
agent0b8,227,33,31,31,31.0,norm,0
agent0b9,227,35,31,33,33.0,norm,0
agent0ba,227,33,31,31,31.0,norm,0
agent0bb,227,27,31,26,26.0,norm,0
agent0bc,227,33,31,31,31.0,norm,0
agent0bd,227,33,31,32,32.0,norm,0
agent0be,227,33,31,31,31.0,norm,0
agent0bf,227,30,31,30,30.0,norm eq. self,0
agent0c0,227,32,31,31,31.0,norm,0
agent0c1,227,32,31,31,31.0,norm,0
agent0c2,227,32,31,31,31.0,norm,0
agent0c3,227,33,31,32,32.0,norm,0
agent0c4,227,29,31,29,29.0,norm eq. self,0
agent0c5,227,29,31,29,29.0,norm eq. self,0
agent0c6,227,33,31,31,31.0,norm,0
agent0c7,227,35,31,32,32.0,norm,0
agent000,228,33,32,31,31.0,norm,0
agent001,228,32,34,31,31.0,norm,0
agent002,228,32,33,31,31.0,norm,0
agent003,228,28,32,27,27.0,norm,0
agent004,228,33,32,31,31.0,norm,0
agent005,228,32,33,31,31.0,norm,0
agent006,228,33,33,32,32.0,norm,0
agent007,228,28,33,28,28.0,norm eq. self,0
agent008,228,34,32,31,31.0,norm,0
agent009,228,29,32,29,29.0,norm eq. self,0
agent00a,228,31,32,31,31.0,norm eq. self,0
agent00b,228,32,32,31,31.0,norm,0
agent00c,228,32,33,31,31.0,norm,0
agent00d,228,35,33,33,33.0,norm,0
agent00e,228,35,33,33,33.0,norm,0
agent00f,228,33,32,31,31.0,norm,0
agent010,228,34,33,33,33.0,norm,0
agent011,228,32,33,31,31.0,norm,0
agent012,228,35,33,33,33.0,norm,0
agent013,228,30,32,30,30.0,norm eq. self,0
agent014,228,35,32,32,32.0,norm,0
agent015,228,34,32,32,32.0,norm,0
agent016,228,30,33,30,30.0,norm eq. self,0
agent017,228,34,33,31,31.0,norm,0
agent018,228,35,33,33,33.0,norm,0
agent019,228,32,32,31,31.0,norm,0
agent01a,228,34,33,31,31.0,norm,0
agent01b,228,33,33,31,31.0,norm,0
agent01c,228,34,33,33,33.0,norm,0
agent01d,228,35,33,33,33.0,norm,0
agent01e,228,34,33,32,32.0,norm,0
agent01f,228,33,32,31,31.0,norm,0
agent020,228,33,32,31,31.0,norm,0
agent021,228,36,33,33,33.0,norm,0
agent022,228,35,32,32,32.0,norm,0
agent023,228,31,32,31,31.0,norm eq. self,0
agent024,228,28,32,27,27.0,norm,0
agent025,228,34,33,33,33.0,norm,0
agent026,228,33,32,31,31.0,norm,0
agent027,228,33,33,31,31.0,norm,0
agent028,228,29,32,29,29.0,norm eq. self,0
agent029,228,32,32,31,31.0,norm,0
agent02a,228,33,32,31,31.0,norm,0
agent02b,228,32,32,31,31.0,norm,0
agent02c,228,35,33,32,32.0,norm,0
agent02d,228,34,32,32,32.0,norm,0
agent02e,228,32,33,31,31.0,norm,0
agent02f,228,33,32,31,31.0,norm,0
agent030,228,32,32,32,32.0,norm eq. self,0
agent031,228,34,32,32,32.0,norm,0
agent032,228,27,33,27,27.0,norm eq. self,0
agent033,228,34,32,31,31.0,norm,0
agent034,228,34,33,33,33.0,norm,0
agent035,228,32,33,31,31.0,norm,0
agent036,228,35,33,33,33.0,norm,0
agent037,228,32,32,31,31.0,norm,0
agent038,228,34,32,31,31.0,norm,0
agent039,228,34,32,33,33.0,norm,0
agent03a,228,31,33,30,30.0,norm,0
agent03b,228,35,32,32,32.0,norm,0
agent03c,228,35,33,33,33.0,norm,0
agent03d,228,32,34,31,31.0,norm,0
agent03e,228,33,32,31,31.0,norm,0
agent03f,228,28,32,28,28.0,norm eq. self,0
agent040,228,33,32,32,32.0,norm,0
agent041,228,30,32,30,30.0,norm eq. self,0
agent042,228,34,32,32,32.0,norm,0
agent043,228,34,32,32,32.0,norm,0
agent044,228,34,33,33,33.0,norm,0
agent045,228,33,32,32,32.0,norm,0
agent046,228,33,32,32,32.0,norm,0
agent047,228,34,32,32,32.0,norm,0
agent048,228,32,33,31,31.0,norm,0
agent049,228,32,32,31,31.0,norm,0
agent04a,228,32,33,31,31.0,norm,0
agent04b,228,34,33,32,32.0,norm,0
agent04c,228,32,32,31,31.0,norm,0
agent04d,228,33,32,32,32.0,norm,0
agent04e,228,28,33,27,27.0,norm,0
agent04f,228,33,33,31,31.0,norm,0
agent050,228,33,32,32,32.0,norm,0
agent051,228,32,33,32,32.0,norm eq. self,0
agent052,228,33,32,32,32.0,norm,0
agent053,228,33,32,32,32.0,norm,0
agent054,228,34,33,32,32.0,norm,0
agent055,228,32,32,31,31.0,norm,0
agent056,228,32,33,31,31.0,norm,0
agent057,228,32,32,31,31.0,norm,0
agent058,228,32,33,31,31.0,norm,0
agent059,228,34,32,32,32.0,norm,0
agent05a,228,33,33,31,31.0,norm,0
agent05b,228,33,32,31,31.0,norm,0
agent05c,228,33,33,31,31.0,norm,0
agent05d,228,32,33,31,31.0,norm,0
agent05e,228,33,33,31,31.0,norm,0
agent05f,228,34,32,32,32.0,norm,0
