iteration, 300
pop_size, 200
LNK_strat, RND
L2agg_strat, RND
dec_strat, QUART
popname, pop1(3-8).csv
netname, net1.csv
COMMF, 0.75

agent,iteration,layer1,layer2,decision,payoff,dec_base,change
agent0c0,1,24,40,29,29.0,norm,8
agent0c1,1,9,35,9,9.0,self,1
agent0c2,1,22,42,22,22.0,self,3
agent0c3,1,19,23,19,19.0,self,3
agent0c4,1,16,29,16,16.0,self,1
agent0c5,1,3,30,3,3.0,self,1
agent0c6,1,29,20,29,29.0,self,2
agent0c7,1,9,19,7,7.0,norm,0
agent000,2,24,22,24,24.0,norm=self,0
agent001,2,17,40,17,17.0,self,1
agent002,2,15,30,15,15.0,self,1
agent003,2,40,45,40,40.0,self,1
agent004,2,19,27,19,19.0,self,2
agent005,2,30,19,30,30.0,self,2
agent006,2,27,10,27,27.0,self,2
agent007,2,5,46,5,5.0,self,1
agent008,2,45,37,43,43.0,norm,0
agent009,2,33,14,33,33.0,self,1
agent00a,2,20,16,20,20.0,self,1
agent00b,2,39,46,25,25.0,norm,11
agent00c,2,34,39,34,34.0,self,1
agent00d,2,16,11,16,16.0,self,2
agent00e,2,35,25,35,35.0,self,1
agent00f,2,20,27,24,24.0,norm,7
agent010,2,43,49,43,43.0,self,2
agent011,2,26,44,26,26.0,self,2
agent012,2,14,43,14,14.0,self,1
agent013,2,40,13,40,40.0,self,3
agent014,2,21,42,21,21.0,self,3
agent015,2,19,44,19,19.0,self,1
agent016,2,32,42,32,32.0,self,1
agent017,2,40,22,40,40.0,self,2
agent018,2,24,20,24,24.0,self,3
agent019,2,39,10,39,39.0,self,3
agent01a,2,14,24,24,24.0,norm,11
agent01b,2,17,26,17,17.0,self,1
agent01c,2,16,13,16,16.0,self,3
agent01d,2,41,10,41,41.0,self,3
agent01e,2,20,40,20,20.0,self,1
agent01f,2,43,24,43,43.0,self,1
agent020,2,48,27,48,48.0,self,3
agent021,2,9,33,9,9.0,self,2
agent022,2,29,44,29,29.0,self,3
agent023,2,17,21,17,17.0,self,1
agent024,2,24,43,24,24.0,self,1
agent025,2,43,25,43,43.0,self,3
agent026,2,46,9,46,46.0,self,3
agent027,2,13,27,13,13.0,self,3
agent028,2,31,13,31,31.0,self,1
agent029,2,33,45,33,33.0,self,3
agent02a,2,33,26,33,33.0,self,2
agent02b,2,13,14,13,13.0,self,3
agent02c,2,43,29,43,43.0,self,2
agent02d,2,30,45,30,30.0,self,1
agent02e,2,10,37,10,10.0,self,1
agent02f,2,18,10,18,18.0,self,1
agent030,2,21,29,21,21.0,self,1
agent031,2,26,21,23,23.0,norm,0
agent032,2,41,39,41,41.0,self,1
agent033,2,10,41,10,10.0,self,1
agent034,2,24,22,24,24.0,self,1
agent035,2,11,30,11,11.0,self,2
agent036,2,27,44,27,27.0,self,3
agent037,2,5,13,25,25.0,norm,21
agent038,2,21,46,21,21.0,self,2
agent039,2,9,24,9,9.0,self,1
agent03a,2,33,36,33,33.0,self,3
agent03b,2,44,45,42,42.0,norm,0
agent03c,2,12,26,12,12.0,self,1
agent03d,2,9,24,9,9.0,self,1
agent03e,2,16,43,16,16.0,self,3
agent03f,2,14,35,14,14.0,self,2
agent040,2,11,21,11,11.0,self,1
agent041,2,34,16,34,34.0,self,3
agent042,2,34,15,34,34.0,self,3
agent043,2,34,36,34,34.0,self,2
agent044,2,36,41,36,36.0,self,2
agent045,2,24,9,24,24.0,self,1
agent046,2,16,22,16,16.0,self,2
agent047,2,8,33,8,8.0,self,2
agent048,2,43,30,43,43.0,self,1
agent049,2,30,33,30,30.0,self,2
agent04a,2,33,45,33,33.0,self,3
agent04b,2,41,43,26,26.0,norm,13
agent04c,2,33,19,33,33.0,self,1
agent04d,2,31,39,31,31.0,self,3
agent04e,2,47,24,47,47.0,self,3
agent04f,2,41,14,41,41.0,self,2
agent050,2,9,15,9,9.0,self,1
agent051,2,33,17,33,33.0,self,1
agent052,2,29,22,29,29.0,self,2
agent053,2,24,11,24,24.0,self,2
agent054,2,34,31,43,43.0,norm,12
agent055,2,25,27,24,24.0,norm,0
agent056,2,20,14,20,20.0,self,2
agent057,2,13,45,13,13.0,self,1
agent058,2,38,11,38,38.0,self,2
agent059,2,49,10,49,49.0,self,3
agent05a,2,37,31,37,37.0,self,3
agent05b,2,39,46,39,39.0,self,1
agent05c,2,21,24,21,21.0,self,3
agent05d,2,35,35,33,33.0,norm,1
agent05e,2,22,18,22,22.0,self,3
agent05f,2,5,20,5,5.0,self,1
agent060,2,25,47,25,25.0,self,2
agent061,2,29,33,29,29.0,self,1
agent062,2,30,25,30,30.0,self,1
agent063,2,5,14,5,5.0,self,1
agent064,2,39,24,39,39.0,self,1
agent065,2,31,22,28,28.0,norm,0
agent066,2,25,43,25,25.0,self,1
agent067,2,26,25,26,26.0,self,3
agent068,2,44,16,44,44.0,self,3
agent069,2,25,26,25,25.0,self,1
agent06a,2,21,15,24,24.0,norm,5
agent06b,2,19,22,19,19.0,self,3
agent06c,2,36,16,36,36.0,self,3
agent06d,2,34,17,34,34.0,self,2
agent06e,2,26,24,26,26.0,self,3
agent06f,2,28,17,28,28.0,self,2
agent070,2,26,13,24,24.0,norm,0
agent071,2,43,45,43,43.0,self,3
agent072,2,35,11,35,35.0,self,3
agent073,2,43,34,43,43.0,self,1
agent074,2,37,45,37,37.0,self,2
agent075,2,13,24,13,13.0,self,3
agent076,2,22,26,22,22.0,self,1
agent077,2,29,43,29,29.0,self,1
agent078,2,42,36,42,42.0,self,2
agent079,2,7,14,7,7.0,self,1
agent07a,2,15,35,15,15.0,self,3
agent07b,2,36,18,36,36.0,self,3
agent07c,2,35,18,35,35.0,self,1
agent07d,2,45,35,45,45.0,self,3
agent07e,2,30,25,30,30.0,self,3
agent07f,2,28,41,28,28.0,self,2
agent080,2,39,13,39,39.0,self,1
agent081,2,41,18,41,41.0,self,3
agent082,2,31,5,31,31.0,self,1
agent083,2,22,4,22,22.0,self,1
agent084,2,27,47,27,27.0,self,2
agent085,2,26,46,26,26.0,self,1
agent086,2,43,41,43,43.0,self,1
agent087,2,30,9,30,30.0,self,1
agent088,2,16,42,16,16.0,self,1
agent089,2,24,25,24,24.0,self,2
agent08a,2,16,37,16,16.0,self,1
agent08b,2,40,33,40,40.0,self,3
agent08c,2,46,31,46,46.0,self,3
agent08d,2,46,24,46,46.0,self,2
agent08e,2,20,33,20,20.0,self,1
agent08f,2,27,35,27,27.0,self,1
agent090,2,24,7,23,23.0,norm,0
agent091,2,15,43,15,15.0,self,2
agent092,2,9,40,9,9.0,self,1
agent093,2,27,16,27,27.0,self,2
agent094,2,17,28,17,17.0,self,2
agent095,2,14,30,14,14.0,self,2
agent096,2,34,16,34,34.0,self,2
agent097,2,28,25,28,28.0,self,3
agent098,2,7,13,7,7.0,self,1
agent099,2,25,45,25,25.0,self,1
agent09a,2,25,22,25,25.0,self,2
agent09b,2,18,30,18,18.0,self,1
agent09c,2,36,14,36,36.0,self,3
agent09d,2,15,30,15,15.0,self,2
agent09e,2,18,41,18,18.0,self,2
agent09f,2,10,33,10,10.0,self,3
agent0a0,2,46,19,46,46.0,self,3
agent0a1,2,25,22,25,25.0,self,1
agent0a2,2,23,33,23,23.0,self,3
agent0a3,2,40,15,40,40.0,self,2
agent0a4,2,32,31,32,32.0,self,3
agent0a5,2,15,33,15,15.0,self,3
agent0a6,2,36,23,36,36.0,self,1
agent0a7,2,40,26,40,40.0,self,3
agent0a8,2,46,45,46,46.0,self,2
agent0a9,2,29,5,29,29.0,self,3
agent0aa,2,35,17,35,35.0,self,2
agent0ab,2,22,32,22,22.0,self,3
agent0ac,2,35,16,35,35.0,self,1
agent0ad,2,47,45,47,47.0,self,3
agent0ae,2,42,28,42,42.0,self,1
agent0af,2,21,29,21,21.0,self,1
agent0b0,2,30,35,30,30.0,self,1
agent0b1,2,45,41,45,45.0,self,2
agent0b2,2,30,36,30,30.0,self,3
agent0b3,2,44,39,44,44.0,self,2
agent0b4,2,42,21,42,42.0,self,1
agent0b5,2,25,21,25,25.0,self,1
agent0b6,2,16,42,16,16.0,self,1
agent0b7,2,45,14,45,45.0,self,2
agent0b8,2,38,35,38,38.0,self,1
agent0b9,2,42,43,42,42.0,self,3
agent0ba,2,14,45,14,14.0,self,3
agent0bb,2,37,24,37,37.0,self,2
agent0bc,2,26,36,26,26.0,self,2
agent0bd,2,26,45,23,23.0,norm,0
agent0be,2,18,47,18,18.0,self,1
agent0bf,2,9,18,9,9.0,self,2
agent0c0,2,32,35,29,29.0,norm,0
agent0c1,2,10,27,10,10.0,self,1
agent0c2,2,25,11,24,24.0,norm,2
agent0c3,2,22,26,22,22.0,self,3
agent0c4,2,17,16,17,17.0,self,1
agent0c5,2,4,36,4,4.0,self,1
agent0c6,2,31,21,31,31.0,self,2
agent0c7,2,9,22,7,7.0,norm,0
agent000,3,24,43,24,24.0,norm=self,0
agent001,3,18,19,26,26.0,norm,9
agent002,3,16,21,16,16.0,self,1
agent003,3,41,30,41,41.0,self,1
agent004,3,21,36,21,21.0,self,2
